﻿﻿"Time","__name__","activity_factor","agent_id","average_daily_volume","average_roundtrip_volume","base_balance","base_collateral","base_loan","combined_score","exported_netuid","gentrx_score","hotkey","id","instance","inventory_value","inventory_value_change","job","kappa","kappa_penalty","kappa_score","min_daily_volume","min_roundtrip_volume","miner_gauge_name","netuid","placement","pnl","pnl_change","pnl_factor","pnl_score","quote_balance","quote_collateral","quote_loan","score","sim_id","task","total_daily_volume","total_realized_pnl","total_roundtrip_volume","unnormalized_score","wallet","Value"
2026-06-19 07:03:40.000,miners,0.453,165,8080,3989,8259,0,0,9.05e-15,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,3465,-10.2,bittensor,0.000116,0,0,998,461,miners,79,243,3465,-10.2,1,4.31e-14,3921869,0,0,1.18e-16,20260614_1422,validator_metrics,1034211,-8.08,510534,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.461,60,30976,15316,8313,0,0,3.69e-12,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,6594,-11.1,bittensor,0.178,0,0,254,0,miners,79,226,6594,-11.1,1,1.76e-11,3909290,0,0,3.19e-13,20260614_1422,validator_metrics,3964893,1857,1960496,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.648,30,56862,18060,17722,0,0,0.368,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,5368,-17.6,bittensor,0.109,0.0557,0.466,22609,0,miners,79,217,5368,-17.6,1,1.99e-10,1241134,0,0,0.0466,20260614_1422,validator_metrics,7278293,19319,2311679,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.656,34,53452,16505,17634,0,0,0.372,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,354,-15.4,bittensor,0.122,0.0529,0.471,22268,0,miners,79,216,354,-15.4,1,2.04e-10,1265942,0,0,0.0497,20260614_1422,validator_metrics,6841888,18052,2112585,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.672,237,100955,50319,8592,0,0,0.396,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,17381,-8.17,bittensor,0.150,0,0.502,266,0,miners,79,96,17381,-8.17,1,2.45e-11,3832691,0,0,0.392,20260614_1422,validator_metrics,12922296,4336,6440833,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.727,115,50595,17804,15007,0,0,0.361,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,21904,-8.07,bittensor,0.0437,0.0485,0.456,19552,0,miners,79,183,21904,-8.07,1,4.73e-11,2002125,0,0,0.110,20260614_1422,validator_metrics,6476125,6691,2278873,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.773,99,55203,19477,15561,0,0,0.361,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,24930,0.819,bittensor,0.0817,0.0515,0.457,23517,0,miners,79,151,24930,0.819,1,7.86e-11,1848641,0,0,0.181,20260614_1422,validator_metrics,7065978,9604,2493026,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.781,134,70126,25596,16974,0,0,0.372,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,20522,-13.0,bittensor,0.170,0.0609,0.471,22990,0,miners,79,215,20522,-13.0,1,1.9e-10,1455729,0,0,0.0513,20260614_1422,validator_metrics,8976116,21385,3276322,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.805,57,54532,19209,15502,0,0,0.370,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,25977,-3.41,bittensor,0.0634,0.0430,0.468,23625,0,miners,79,152,25977,-3.41,1,7.8e-11,1866065,0,0,0.176,20260614_1422,validator_metrics,6980041,10470,2458798,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
2026-06-19 07:03:40.000,miners,0.820,243,85406,33159,16976,0,0,0.366,79,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,0,84.32.70.8:9001,28732,-9.30,bittensor,0.154,0.0667,0.464,23741,0,miners,79,218,28732,-9.30,1,2.81e-10,1461132,0,0,0.0455,20260614_1422,validator_metrics,10931925,27731,4244293,0,5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF,1.00
