book,time,side,price,volume,role,fee
0,02:30:18.306,SELL,299.25,0.25,TAKER,-0.0891002832
0,02:30:18.306,SELL,299.25,0.25,TAKER,-0.0891002832
0,02:30:37.157,BUY,299.36,0.25,MAKER,0.0557824903
0,02:31:32.077,SELL,298.25,0.1502,TAKER,-0.0472233983
0,02:31:35.089,BUY,298.87,0.25,TAKER,-0.0920992164
0,02:31:35.089,BUY,298.87,0.25,TAKER,-0.0920992164
1,02:01:22.064,SELL,304.93,0.007599999891,TAKER,-0.0013382195
1,02:01:39.123,BUY,305.25,0.25,TAKER,-0.0402677776
1,02:06:32.115,SELL,306.62,0.1747,TAKER,-0.0354791796
2,02:19:52.080,BUY,308.73,0.25,TAKER,-0.0764389321
2,02:19:59.139,BUY,308.43,0.25,TAKER,-0.0729474652
2,02:28:10.056,SELL,308,0.1497,TAKER,-0.0270000285
2,02:32:32.115,SELL,308.16,0.0001,TAKER,-0.0000153507
3,01:41:41.426,BUY,306.37,0.2013,TAKER,-0.0396670222
3,01:41:41.426,BUY,306.37,0.2013,TAKER,-0.0396670222
3,01:41:42.101,SELL,306,0.25,TAKER,-0.0520393547
3,01:41:42.101,SELL,306,0.25,TAKER,-0.0520393547
3,01:41:43.068,SELL,305.99,0.25,TAKER,-0.0535803847
3,01:43:17.065,SELL,306.75,0.25,TAKER,-0.0364723984
4,02:32:41.067,SELL,315.93,0.0671,TAKER,-0.0212809381
4,02:32:45.074,BUY,316.36,0.25,TAKER,-0.0747155728
4,02:32:45.074,BUY,316.36,0.25,TAKER,-0.0747155728
4,02:32:46.069,SELL,315.92,0.25,TAKER,-0.073451945
4,02:32:46.069,SELL,315.92,0.25,TAKER,-0.073451945
4,02:32:47.113,BUY,316.36,0.25,TAKER,-0.0679263934
5,02:23:46.074,SELL,303.48,0.07206857,TAKER,-0.0262067498
5,02:23:46.074,SELL,303.48,0.07206857,TAKER,-0.0262067498
5,02:23:49.096,BUY,304.05,0.25,TAKER,-0.0564942625
5,02:27:53.075,SELL,303.37,0.1164,TAKER,-0.0277113775
6,02:32:25.134,SELL,305.06,0.0499,TAKER,-0.00797098
6,02:32:26.067,BUY,305.22,0.25,TAKER,-0.0399858954
6,02:32:53.092,SELL,304.82,0.0955,TAKER,-0.0133174699
6,02:32:55.166,BUY,304.93,0.25,TAKER,-0.0333532368
7,02:31:33.069,SELL,302.05,0.053,TAKER,-0.0129329806
7,02:33:34.057,BUY,301.94,0.25,TAKER,-0.0753841404
7,02:33:35.057,BUY,301.94,0.0799,TAKER,-0.0250649921
7,02:33:36.067,SELL,301.35,0.25,TAKER,-0.0711082529
8,02:22:17.064,SELL,303.74,0.25,TAKER,-0.0388187311
8,02:22:18.073,BUY,303.99,0.25,TAKER,-0.0373905863
8,02:27:29.065,SELL,303.18,0.25,TAKER,-0.0696210473
8,02:27:43.075,BUY,303.43,0.25,TAKER,-0.028909224
8,02:28:53.069,BUY,303.43,0.25,TAKER,-0.028146941
9,02:03:24.187,SELL,310.55,0.2001,TAKER,-0.0623395804
9,02:03:25.066,BUY,311.16,0.2001,TAKER,-0.0624619168
9,02:03:26.102,SELL,310.55,0.0338,TAKER,-0.0105103939
10,02:00:53.099,BUY,325.04,0.25,TAKER,-0.0602463363
10,02:00:55.115,SELL,324.68,0.25,TAKER,-0.0599289144
10,02:24:00.502,BUY,324.52,0.25,MAKER,0.0935525794
10,02:28:16.058,SELL,323.86,0.25,TAKER,-0.0573576481
10,02:28:17.109,BUY,323.91,0.25,TAKER,-0.0589113647
11,01:50:56.132,BUY,319.44,0.25,TAKER,-0.0885375011
11,01:50:57.096,SELL,318.81,0.1502,TAKER,-0.0523735337
11,01:50:58.369,BUY,319.43,0.23,TAKER,-0.0719597512
