02:51:14.270
02:51:14.071
112
BUY
338.87
0.1003
MAKER
0.0136
5EWwdZ
02:51:14.068
98
BUY
330.82
0.2500
MAKER
0.0278
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.061
5
BUY
328.98
0.0495
MAKER
0.0015
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.061
2
SELL
341.05
0.2245
MAKER
0.0064
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.061
127
BUY
359.93
0.1002
MAKER
0.0121
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.061
122
BUY
330.31
0.0499
MAKER
0.0026
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.054
70
BUY
338.01
0.0002
MAKER
0.0000
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.054
92
BUY
343.18
0.2500
MAKER
0.0172
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.054
21
BUY
332.50
0.0899
MAKER
0.0098
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.046
59
BUY
320.38
0.1504
MAKER
0.0124
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.046
28
BUY
327.56
0.0503
MAKER
0.0030
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.046
127
BUY
359.93
0.1498
MAKER
0.0182
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.046
12
BUY
349.87
0.2496
MAKER
0.0317
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.029
122
BUY
330.31
0.1855
MAKER
0.0097
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:14.027
13
SELL
323.38
0.2500
MAKER
0.0243
5EWwdZ
02:51:14.027
106
BUY
314.23
0.2500
MAKER
0.0211
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.505
60
SELL
317.43
0.0600
MAKER
0.0046
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.463
74
SELL
326.25
0.0555
MAKER
0.0057
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.463
60
SELL
317.43
0.1900
MAKER
0.0145
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.463
28
BUY
327.56
0.1997
MAKER
0.0118
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.463
112
BUY
338.87
0.1497
MAKER
0.0203
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.421
94
SELL
335.22
0.1000
MAKER
0.0062
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.420
94
SELL
335.22
0.1500
MAKER
0.0093
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.420
93
SELL
328.01
0.0501
MAKER
0.0021
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.420
59
BUY
320.38
0.0996
MAKER
0.0082
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.420
110
BUY
341.64
0.2003
MAKER
0.0185
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.420
104
BUY
339.99
0.2500
MAKER
0.0187
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.354
70
BUY
338.01
0.2498
MAKER
0.0097
5EWwdZ
02:51:13.354
63
BUY
338.26
0.0002
MAKER
0.0000
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.354
54
SELL
323.13
0.2366
MAKER
0.0186
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.354
52
BUY
333.92
0.1501
MAKER
0.0159
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.354
110
BUY
341.64
0.0497
MAKER
0.0046
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.291
63
BUY
338.26
0.2498
MAKER
0.0345
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.291
61
BUY
332.50
0.0501
MAKER
0.0026
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.291
54
SELL
323.13
0.0134
MAKER
0.0011
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.291
25
SELL
326.14
0.0750
MAKER
0.0066
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.291
113
BUY
320.56
0.0779
MAKER
0.0089
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
93
SELL
328.01
0.1999
MAKER
0.0085
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
88
SELL
335.18
0.2500
MAKER
0.0163
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
87
BUY
329.87
0.0450
MAKER
0.0031
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
64
SELL
322.19
0.2001
MAKER
0.0215
5EWwdZ
02:51:13.184
61
BUY
332.50
0.1999
MAKER
0.0105
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
52
BUY
333.92
0.0999
MAKER
0.0106
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
41
SELL
329.35
0.1751
MAKER
0.0099
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
39
SELL
322.92
0.2500
MAKER
0.0225
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
34
BUY
317.50
0.0501
MAKER
0.0035
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
30
BUY
329.45
0.2500
MAKER
0.0150
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
27
BUY
320.18
0.0002
MAKER
0.0000
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
25
SELL
326.14
0.1750
MAKER
0.0155
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
22
BUY
319.55
0.2500
MAKER
0.0324
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
20
BUY
317.82
0.0002
MAKER
0.0000
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
19
BUY
336.73
0.0101
MAKER
0.0009
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
113
BUY
320.56
0.1721
MAKER
0.0196
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.184
100
BUY
321.43
0.2500
MAKER
0.0144
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.159
20
BUY
317.82
0.2498
MAKER
0.0285
5EWwdZB
02:51:13.106
84


SELL
316.62
0.2500
MAKER
0.0253
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.106
78
SELL
328.73
0.1877
MAKER
0.0149
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.106
48
SELL
349.32
0.2500
MAKER
0.0253
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.106
19
BUY
336.73
0.2399
MAKER
0.0205
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.106
121
SELL
336.04
0.2500
MAKER
0.0198
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.089
87
BUY
329.87
0.2050
MAKER
0.0139
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.089
78
SELL
328.73
0.0623
MAKER
0.0049
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.089
53
SELL
316.99
0.2001
MAKER
0.0214
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.089
41
SELL
329.35
0.0749
MAKER
0.0042
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.089
34
BUY
317.50
0.1999
MAKER
0.0139
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.089
27
BUY
320.18
0.2498
MAKER
0.0234
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.088
96
SELL
321.60
0.2500
MAKER
0.0389
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.088
64
SELL
322.19
0.0499
MAKER
0.0054
5EWwdZ
02:51:13.088
53
SELL
316.99
0.0499
MAKER
0.0053
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.068
67
BUY
348.23
0.1500
MAKER
0.0183
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.054
80
BUY
312.68
0.0503
MAKER
0.0000
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.051
55
SELL
313.39
0.2158
MAKER
0.0146
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.032
77
SELL
313.13
0.2500
MAKER
0.0136
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.032
76
SELL
321.51
0.2500
MAKER
0.0274
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.032
55
SELL
313.39
0.0342
MAKER
0.0023
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.031
108
BUY
315.12
0.1001
MAKER
0.0027
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:13.031
102
SELL
348.17
0.2500
MAKER
0.0179
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.267
83
BUY
339.51
0.1185
MAKER
0.0048
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.164
98
BUY
330.82
0.0258
MAKER
0.0029
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.164
83
SELL
340.08
0.1082
MAKER
0.0044
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.164
67
BUY
348.23
0.1000
MAKER
0.0123
5EWwdZ
02:51:12.164
120
BUY
323.87
0.2500
MAKER
0.0157
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.164
103
SELL
322.10
0.0231
MAKER
0.0020
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.150
83
BUY
339.51
0.1315
MAKER
0.0054
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.150
53
SELL
317.01
0.2500
MAKER
0.0268
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.150
31
BUY
320.74
0.2500
MAKER
0.0242
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.150
107
BUY
323.25
0.2200
MAKER
0.0243
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.150
103
SELL
322.10
0.2269
MAKER
0.0201
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.146
63
BUY
338.26
0.2117
MAKER
0.0292
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.146
19
BUY
336.57
0.1005
MAKER
0.0085
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.146
112
BUY
338.87
0.1000
MAKER
0.0136
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.146
107
BUY
323.25
0.0300
MAKER
0.0033
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.136
89
SELL
328.38
0.1626
MAKER
0.0174
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.136
85
SELL
326.82
0.0501
MAKER
0.0031
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.136
8
BUY
323.56
0.1700
MAKER
0.0171
5EWwdZ
02:51:12.136
11
BUY
327.51
0.2500
MAKER
0.0106
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
89
SELL
328.38
0.0874
MAKER
0.0093
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
85
SELL
326.82
0.1999
MAKER
0.0124
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
8
BUY
323.56
0.0800
MAKER
0.0080
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
63
BUY
338.26
0.0383
MAKER
0.0053
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
46
BUY
332.75
0.2500
MAKER
0.0222
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
40
BUY
321.62
0.2500
MAKER
0.0237
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
29
BUY
317.95
0.2500
MAKER
0.0139
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
26
SELL
346.22
0.0501
MAKER
0.0049
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
19
BUY
336.57
0.1495
MAKER
0.0126
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
112
BUY
338.87
0.1500
MAKER
0.0204
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.091
1
BUY
319.33
0.2500
MAKER
0.0156
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.052
99
SELL
325.49
0.0666
MAKER
0.0027
5EWwdZB
02:51:12.052
26
SELL
346.22
0.1999
MAKER
0.0195
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.051
91
SELL
333.01
0.0820
MAKER
0.0072
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.051
80
BUY
312.68
0.1997
MAKER
0.0000
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.045
74
SELL
326.49
0.2500
MAKER
0.0257
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.045
69
BUY
348.22
0.2001
MAKER
0.0279
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.045
116
SELL
347.62
0.2500
MAKER
0.0217
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.041
99
SELL
325.49
0.1834
MAKER
0.0074
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.041
97
SELL
350.60
0.2500
MAKER
0.0164
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.041
79
SELL
331.89
0.2500
MAKER
0.0239
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.041
49
SELL
331.06
0.2500
MAKER
0.0115
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.041
18
SELL
321.13
0.2001
MAKER
0.0130
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.041
12
BUY
349.87
0.2500
MAKER
0.0317
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.038
109
BUY
319.75
0.0332
MAKER
0.0020
5EWwdZ
02:51:12.036
95
SELL
317.32
0.2500
MAKER
0.0291
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.036
84
SELL
316.64
0.2500
MAKER
0.0251
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.036
73
SELL
320.05
0.2500
MAKER
0.0176
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.036
69
BUY
348.22
0.0499
MAKER
0.0070
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.036
62
SELL
320.98
0.2500
MAKER
0.0400
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.036
56
BUY
324.57
0.2500
MAKER
0.0281
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.036
18
SELL
321.13
0.0499
MAKER
0.0032
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.036
126
SELL
314.82
0.2500
MAKER
0.0245
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.036
109
BUY
319.75
0.2168
MAKER
0.0130
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.036
108
BUY
315.12
0.1499
MAKER
0.0041
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.034
45
SELL
318.57
0.2500
MAKER
0.0274
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.029
91
SELL
333.01
0.1680
MAKER
0.0148
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.025
71
BUY
321.86
0.2500
MAKER
0.0078
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:12.025
102
SELL
348.19
0.2500
MAKER
0.0172
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.350
6
BUY
343.93
0.2500
MAKER
0.0111
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.350
38
BUY
317.50
0.1501
MAKER
0.0101
5EWwdZ
02:51:11.350
27
BUY
320.12
0.1000
MAKER
0.0096
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.320
92
BUY
343.18
0.1200
MAKER
0.0083
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.320
38
BUY
317.50
0.0999
MAKER
0.0067
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.320
110
BUY
341.64
0.0001
MAKER
0.0000
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.137
92
BUY
343.18
0.1300
MAKER
0.0090
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.137
39
SELL
322.93
0.0250
MAKER
0.0022
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.137
27
BUY
320.12
0.1500
MAKER
0.0144
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.137
113
BUY
320.56
0.1704
MAKER
0.0194
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.137
110
BUY
341.64
0.2499
MAKER
0.0230
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.115
82
BUY
339.31
0.2500
MAKER
0.0258
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.115
39
SELL
322.93
0.2250
MAKER
0.0202
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.114
70
BUY
338.00
0.0502
MAKER
0.0020
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.114
62
BUY
320.31
0.0301
MAKER
0.0048
5EWwdZ
02:51:11.114
5
BUY
328.98
0.0999
MAKER
0.0029
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.114
113
BUY
320.56
0.0796
MAKER
0.0090
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.114
111
BUY
356.12
0.2500
MAKER
0.0247
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.102
91
SELL
333.04
0.2254
MAKER
0.0199
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.102
88
SELL
335.32
0.0750
MAKER
0.0049
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.102
70
BUY
338.00
0.1998
MAKER
0.0078
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.102
62
BUY
320.31
0.2199
MAKER
0.0351
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.102
55
SELL
313.25
0.2500
MAKER
0.0175
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.076
91
SELL
333.04
0.0246
MAKER
0.0022
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.076
34
BUY
317.37
0.1299
MAKER
0.0088
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.076
121
SELL
336.05
0.2251
MAKER
0.0177
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.076
107
BUY
323.25
0.1000
MAKER
0.0108
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.065
34
BUY
317.37
0.1201
MAKER
0.0082
5EWwdZB7qCCMaAso5Mzcks4UUcPxKYvpAj32t5Mg1v6HSxoF
02:51:11.063
72
BUY
332.00
0.2500
MAKER
0.0309
5EWwd
02:51:11.063
41
